LEAR_ID	AGENCY_NAME	ADDRESS1	CITY	AGENCY_STATE	ZIP	COUNTY	FIPS	ORI9	SAMPTYPE	STRATA	Q_8	Q_8_IMPUTED	Q_10A	Q_10A_IMPUTED	Q_10B	Q_10C	Q_10D	Q_10D_OTHER	Q10D_UPCODE	Q_10E	Q_10F	Q_10G	Q_10H	ANY_TYPE	ANY_Q10_OTHER	Q_11_M	Q_11_Y	Q_12	Q_12_ESTACT	Q_13	Q14M1	Q14M2	Q14M3	Q14M4	Q14M5	Q14M6	Q14M7	Q14M8	Q14M9	Q14M10	Q14M11	Q14M12	Q14M13	Q_14_OTHER	Q14_UPCODE	Q14M14	Q_15	Q_15_NUMBER	Q16M1	Q16M2	Q16M3	Q16M4	Q16M5	Q16M6	Q16M7	Q16M8	Q16M9	Q16M10	Q16M11	Q16M12	Q16M13	Q16M14	Q16M15	Q16M16	Q_16_OTHER	Q16_UPCODE	Q16M17	Q_17	Q_17_OTHER	Q17_UPCODE	Q_18	Q_19	Q_20	Q_21	Q22M1	Q22M2	Q22M3	Q22M4	Q22M5	Q22M6	Q22M7	Q22M8	Q22M9	Q22M10	Q22M11	Q_22_OTHER	Q22_UPCODE	Q22_ANY	Q22M12	Q_23	Q_24	Q_24_OTHER	Q24_UPCODE	Q25M1	Q25M2	Q25M3	Q25M4	Q25M5	Q25M6	Q25M7	Q_25_OTHER	Q25_UPCODE	Q25M8	Q_26A	Q_26B	Q_26C	Q_26D	Q_26E	Q_26F	Q_27	Q_28	Q_29	Q_30	Q_31	Q_32	Q_33	Q_34	Q_35	Q_36	Q_37	Q_38	Q_39	Q_40	Q_41	Q_42	Q_43	Q_44	Q_45	Q_46	Q_47	Q_48	Q_49	Q_50	Q_50_OTHER	Q50_UPCODE	Q51M1	Q51M2	Q51M3	Q51M4	Q51M5	Q51M6	Q_51_NUMBER	Q51M7	Q51M8	Q51M9	Q51M10	Q51M11	Q51M12	Q_51_OTHER	Q51_UPCODE	Q51M13	Q_52A	Q_52B	Q_52C	Q_52D	Q_52E	Q_52F	Q_52G	Q_52H	Q_53	Q54M1	Q54M2	Q54M3	Q54M4	Q54M5	Q54M6	Q54M7	Q54M8	Q54M9	Q54M10	Q54M11	Q54M12	Q_54_OTHER	Q54_UPCODE	Q54M13	Q54M14	Q_55	Q_56	Q_57	Q58M1	Q58M2	Q58M3	Q58M4	Q58M5	Q58M6	Q58M7	Q_58_OTHER	Q58_UPCODE	Q58M8	Q59M1	Q59M2	Q59M3	Q59M4	Q59M5	Q59M6	Q59M7	Q59M8	Q59M9	Q59M10	Q59M11	Q59M12	Q_59_OTHER	Q59_UPCODE	Q59_NONE	Q59_TOO_SOON	Q59M13	Q_60	Q_60_OTHER	Q60_UPCODE	Q61M1	Q61M2	Q61M3	Q61M4	Q61M5	Q61M6	Q61M7	Q61M8	Q61M9	Q61M10	Q61M11	Q61M12	Q61M13	Q61M14	Q_61_OTHER	Q61_UPCODE	Q61_INPROCESS	Q61M15	Q62M1	Q62M2	Q62M3	Q62M4	Q62M5	Q62M6	Q62M7	Q62M8	Q62M9	Q62M10	Q62M11	Q_62_OTHER	Q62_UPCODE	Q62_INPROCESS	Q62_NONE	Q62M12	Q_63	Q_64	Q_65	Q_66	Q_67	Q_68	Q_69	Q_70	Q_71	Q_72A	Q_72B	Q_72C	Q_72D	Q_72E	Q_72F	FINALWEIGHT
645301	TAOS POLICE DEPARTMENT	400 CAMINO DE LA PLACITA	TAOS	NM	87571	TAOS COUNTY	35055	NM0290100	3	103	23	0	1	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	4	2010	23	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	 	-88	0	4	 	-88	1	1	2	1	1	1	1	1	1	0	1	0	1	1	0	 	-88	-88	0	1	7	at lease 90 days unless its case then for ever	2	1	1	1	0	1	0	0	 	-88	0	1	1	2	1	1	1	1	1	4	1	4	1	4	1	4	-88	-8	-9	-9	1	4	1	4	1	4	1	4	-88	-8	2	 	-88	1	0	0	1	0	0	 	0	1	0	0	0	0	 	-88	0	3	-9	3	3	3	3	3	3	1	1	1	1	0	0	1	1	1	0	0	0	0	 	-88	0	0	3	2	1	1	0	0	1	0	0	0	 	1	0	1	0	0	1	1	0	0	0	0	0	0	0	 	-88	-88	-88	0	5	 	-88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	12	2	2	1	0	1	0	0	0	4.3705722070844
645308	TRUTH OR CONSEQUENCES POLICE DEPARTMENT	507 MCADOO ST	TRUTH OR CONSEQUENCES	NM	87901	SIERRA	35051	NM0270100	3	104	15	0	1	0	2	1	2	 	-88	-88	-88	-88	-88	1	0	6	2016	15	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	 	-88	0	4	 	-88	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	 	-88	-88	0	1	3	 	1	1	1	1	1	1	1	0	 	-88	0	2	1	2	1	1	2	1	1	4	1	4	-88	-8	-88	-8	-88	-8	1	4	1	4	1	4	1	4	1	4	1	4	2	 	-88	1	1	1	1	1	0	 	0	1	0	1	0	0	 	-88	0	2	2	4	4	4	4	4	4	1	1	1	1	1	0	1	1	0	1	0	0	0	 	-88	0	0	77	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	1	1	1	0	0	1	0	0	0	0	0	0	 	-88	-88	-88	0	1	 	-88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	1	0	0	0	0	0	0	0	0	4.6184971098267
645337	DOUGLAS COUNTY SHERIFF'S OFFICE	PO BOX 218	MINDEN	NV	89423	DOUGLAS NEVADA	32005	NV0030000	1	201	106	0	2	0	1	2	2	 	1	2	2	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	0	1	1	1	0	0	0	0	0	 	-88	-88	0	1	1	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	0	2	4	2	1	3	1	21	6	6	5	0	0	0	0	1	1.2013422818792
645343	ELKO COUNTY SHERIFF'S OFFICE	775 W SILVER ST	ELKO	NV	89801	ELKO	32007	NV0040000	1	202	70	0	1	0	1	1	2	 	1	1	2	2	2	1	1	5	2012	65	1	2	1	1	1	0	0	0	0	0	1	0	1	0	0	 	-88	0	1	70	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	 	-88	0	1	 	-88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	 	-88	-88	0	1	3	 	-88	1	1	1	1	1	1	0	 	-88	0	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	-88	-8	1	2	1	2	1	2	2	-8	1	2	1	2	2	 	-88	1	0	1	1	1	0	 	1	1	0	1	0	0	 	-88	0	3	3	3	4	3	4	6	6	2	1	1	1	1	0	1	1	0	0	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	1	0	0	1	0	0	0	0	0	1	0	 	-88	-88	-88	0	5	 	-88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	6	1	1	0	1	0	0	0	0	3.989010989011
645346	ESMERALDA COUNTY SHERIFF'S OFFICE	PO BOX 520	GOLDFIELD	NV	89013	ESMERALDA	32009	NV0050000	1	204	12	0	2	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	0	0	0	0	0	 	-88	-88	0	0	0	1	0	0	0	0	0	0	0	0	 	-88	-88	-88	0	2	5	2	1	3	1	4	0	0	0	0	0	0	0	0	4.2648401826484
645352	HENDERSON POLICE DEPARTMENT	223 LEAD ST	HENDERSON	NV	89015	 	 	NV0020300	3	101	340	0	2	0	1	2	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 	-88	-88	0	1	0	1	0	0	0	0	0	0	0	0	 	-88	-88	-88	0	1	4	1	1	1	1	36	2	2	2	0	0	0	0	0	1.0868824531516
645361	LAS VEGAS METRO POLICE DEPARTMENT	400 S MARTIN L KING BLVD	LAS VEGAS	NV	89106	CLARK	32003	NV0020100	3	101	2200	0	1	0	2	2	2	 	-88	-88	-88	-88	-88	1	0	3	2014	630	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	 	1	0	1	830	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	 	-88	0	4	 	-88	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	 	-88	-88	0	1	7	45 days for untagged video. 2 Years for Felonies, 1 year+ for misdemeanors.	2	1	1	1	0	1	1	0	 	-88	0	1	1	1	1	1	2	1	1	3	1	3	1	3	1	3	1	3	1	3	2	-8	2	-8	2	-8	1	3	1	4	2	 	-88	1	1	1	1	0	1	10	0	1	0	1	0	0	 	-88	0	2	2	4	4	6	6	4	3	1	0	1	1	1	0	1	0	0	0	1	0	1	Program Management Office and Commanders	2	0	0	2	2	1	1	0	1	0	0	0	0	 	-88	0	0	1	1	0	0	0	0	1	1	0	0	0	 	-88	-88	-88	0	8	 	-88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	1453	191	191	176	4	3	8	0	0	1.0868824531516
645387	NEVADA HIGHWAY PATROL	555 WRIGHT WAY	CARSON CITY	NV	89711	CARSON	32510	NV0139900	5	301	477	0	1	0	1	2	2	 	-88	-88	-88	-88	-88	1	0	3	2016	29	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	 	-88	0	1	469	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	 	-88	0	-9	 	-9	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	 	-88	-88	0	1	4	 	-88	1	0	1	0	1	0	1	Training purposes	2	0	2	1	1	1	2	2	2	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	1	10	1	1	1	1	0	0	 	-88	0	4	4	4	4	4	4	6	6	1	1	1	1	0	0	1	1	0	1	1	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	1	0	0	1	0	0	0	0	0	0	0	 	-88	-88	-88	0	2	 	-88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	-8	-8	-8	-8	-8	-8	-8	-8	-8	1.0000000000023
645391	NORTH LAS VEGAS POLICE DEPARTMENT	2332 LAS VEGAS BLVD. NORTH, STE. 200	NORTH LAS VEGAS	NV	89030	CLARK	32003	NV0020200	3	101	277	0	2	0	2	2	2	 	-88	-88	-88	-88	-88	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	0	0	0	0	0	 	-88	-88	0	0	0	1	1	0	0	0	0	0	0	0	 	-88	-88	-88	0	4	-8	1	1	3	1	200	100	120	80	20	18	2	0	0	1.0868824531516
645392	NYE COUNTY SHERIFF'S OFFICE	1520 E BASIN AVE STE 102	PAHRUMP	NV	89060	NYE	32023	NV0120000	1	201	98	0	2	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	0	0	0	0	0	 	-88	-88	0	0	0	0	1	0	0	0	0	0	0	0	 	1	0	0	0	2	3	1	4	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1.2013422818792
645395	RENO POLICE DEPARTMENT	PO BOX 1900	RENO	NV	89505	 	 	NV0160100	3	101	324	0	2	0	2	1	2	 	1	2	2	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	0	0	0	1	0	 	-88	-88	0	0	0	1	1	0	0	0	1	0	0	0	 	-88	-88	-88	0	3	-8	2	2	1	1	3	1	1	1	0	0	0	0	0	1.0868824531516
645401	SPARKS POLICE DEPARTMENT	1701 E PRATER WAY	SPARKS	NV	89434	WASHOE	32031	NV0160200	3	101	110	0	1	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	6	2010	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	0	 	-88	0	2	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	 	-88	0	-9	 	-9	2	3	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	1	1	1	2	-8	2	-8	2	-8	1	1	1	1	2	-8	2	-8	2	-8	2	-8	2	-8	2	 	-88	1	0	0	0	0	0	 	0	0	0	0	0	0	 	-88	0	4	4	3	4	3	3	77	77	1	1	1	1	1	1	1	1	0	0	0	0	0	 	-88	0	0	77	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	1	1	1	1	1	1	0	0	0	0	0	0	 	-88	-88	-88	0	5	 	-88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	3	0	0	0	0	0	0	0	0	1.0868824531516
645402	STOREY COUNTY SHERIFF'S OFFICE	PO BOX 498	VIRGINIA CITY	NV	89440	STOREY	32029	NV0150000	1	203	25	0	2	0	2	2	2	 	-88	-88	-88	-88	-88	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	1	1	0	0	0	0	0	 	-88	-88	0	0	0	1	1	0	0	0	0	0	0	0	 	-88	-88	-88	0	3	-8	2	2	3	1	3	0	0	0	3	0	0	0	0	3.9194630872483
645417	WHITE PINE COUNTY SHERIFF'S OFFICE	1785 GREAT BASIN BLVD	ELY	NV	89301	WHITE PINE	32033	NV0170000	1	204	21	0	2	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	0	0	0	0	0	 	-88	-88	0	0	0	0	1	0	0	0	0	0	0	0	 	-88	-88	-88	0	1	3	2	1	2	2	-8	-8	-8	-8	-8	-8	-8	-8	-8	4.2648401826484
645427	ALBANY CITY POLICE DEPARTMENT	165 HENRY JOHNSON BLVD	ALBANY	NY	12210	ALBANY	36001	NY0010100	3	101	342	0	2	0	1	2	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	1	2	2	1	2	1	67	11	13	0	6	2	0	0	5	1.0868824531516
645428	ALBANY COUNTY SHERIFF'S OFFICE	16 EAGLE ST	ALBANY	NY	12207	ALBANY	36001	NY0010000	1	201	120	0	2	0	1	1	2	 	1	2	2	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	0	0	0	0	0	 	-88	-88	0	1	1	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	0	2	3	2	1	2	1	20	5	5	2	3	0	0	0	0	1.2013422818792
645433	ALLEGANY VILLAGE POLICE DEPARTMENT	PO BOX 25	ALLEGANY	NY	14706	CATTARAUGUS	36009	NY0042000	3	105	2	0	2	0	2	2	2	 	1	1	2	2	2	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	1	1	0	0	0	0	0	 	-88	-88	0	0	0	1	1	0	0	0	0	0	0	0	 	-88	-88	-88	0	77	-8	2	2	2	1	2	0	0	0	0	0	0	0	0	5.1346153846154
645435	AMHERST TOWN POLICE DEPARTMENT	500 JOHN JAMES AUDUBON PKWY	AMHERST	NY	14228	ERIE	36029	NY0145100	3	101	153	0	2	0	1	1	-9	 	-9	-9	-9	-9	-9	1	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	1	1	1	2	2	2	-8	-8	-8	-8	-8	-8	-8	-8	-8	1.0868824531516
645442	ARDSLEY VILLAGE POLICE DEPARTMENT	507 ASHFORD AVE	ARDSLEY	NY	10502	WESTCHESTER	36119	NY0592400	3	104	19	0	2	0	1	2	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	0	1	1	0	0	0	0	0	0	 	-88	-88	0	0	0	1	1	0	0	0	0	0	1	0	 	-88	-88	-88	0	2	5	2	77	2	1	0	0	0	0	0	0	0	0	0	4.6184971098267
645445	ATTICA VILLAGE POLICE DEPARTMENT	43 EXCHANGE ST	ATTICA	NY	14011	 	 	NY0602100	3	105	4	0	1	0	2	1	2	 	1	2	2	2	1	1	1	12	2011	5	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	77	-88	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	 	-88	0	77	 	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	 	1	1	0	1	7	Non-arrest but civilian contact 30 days.  Investigation or arrest 1-5 years after conviction or closure of case.	2	0	0	1	1	1	0	0	 	-88	0	2	1	1	1	1	1	1	1	4	1	4	1	4	1	4	-88	-8	1	4	1	4	1	4	1	4	-88	-8	-88	-8	2	 	-88	1	1	1	1	0	0	 	0	1	0	1	0	0	 	-88	0	4	3	4	3	3	2	2	2	1	1	1	0	0	0	1	1	1	0	1	1	0	 	1	0	0	6	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	1	0	0	1	1	0	0	0	0	1	0	 	1	0	0	0	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	-8	-8	-8	-8	-8	-8	-8	-8	-8	5.1346153846154
