"_","ST","County","StateFIPS","CountyFIPS","S_C_Rate","U_C_Rate","Deaths","Population"
"","","","","","","","",""
"2008-2014, United States","","","","","","","",""
"Smoothed  Death Rates per 100,000 Population","","","","","","","",""
"Firearm, Homicide, All Races, All Ethnicities, Both Sexes, All Ages","","","","","","","",""
"Annualized Crude Rate for United States: 3.65","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"Reports for All Ages include those of unknown age.","","","","","","","",""
"* Rates based on 20 or fewer deaths may be unstable.  These rates are suppressed for counties (see legend above); such rates in the title have an asterisk.","","","","","","","",""
"","","","","","","","",""
"Rates appearing in this map have been geospatially smoothed.                                      m1770934 created 24MAR17:19:57     downloaded 08DEC20:19:50","","","","","","","",""
"","","","","","","","",""
"Types of Rates:    S_C_Rate = Smoothed, Crude Rate.","","","","","","","",""
".......................    U_C_Rate = Unsmoothed, Crude Rate.","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"Produced by: the Statistics, Programming & Economics Branch, National Center for Injury Prevention & Control, CDC","","","","","","","",""
"Data Sources: NCHS National Vital Statistics System for numbers of deaths; US Census Bureau for population estimates.","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","ST","County","StateFIPS","CountyFIPS","S_C_Rate","U_C_Rate","Deaths","Population"
"","TX","JOHNSON","48","251","3.177229075","","","1068127"
"","TX","JONES","48","253","2.336276311","","","140621"
"","TX","KARNES","48","255","3.063405938","","","104050"
"","TX","KAUFMAN","48","257","5.204620722","3.39642533","25","736068"
"","TX","KENDALL","48","259","4.292810695","","","244459"
"","TX","KENEDY","48","261","2.653907753","","","2911"
"","TX","KENT","48","263","","","","5636"
"","TX","KERR","48","265","2.449531986","","","347832"
"","TX","KIMBLE","48","267","","","","31777"
"","TX","KING","48","269","","","","1901"
"","TX","KINNEY","48","271","","","","25061"
"","TX","KLEBERG","48","273","3.290951696","","","224109"
"","TX","KNOX","48","275","","","","26166"
"","TX","LAMAR","48","277","4.118564519","","","347534"
"","TX","LAMB","48","279","2.162209719","","","97171"
"","TX","LAMPASAS","48","281","3.984216466","","","139484"
"","TX","LA SALLE","48","283","3.408608832","","","49328"
"","TX","LAVACA","48","285","1.859780794","","","135620"
"","TX","LEE","48","287","1.399500514","","","116205"
"","TX","LEON","48","289","2.709286583","","","117659"
"","TX","LIBERTY","48","291","5.900776897","4.125242358","22","533302"
"","TX","LIMESTONE","48","293","2.90002976","","","163803"
"","TX","LIPSCOMB","48","295","","","","23618"
"","TX","LIVE OAK","48","297","3.38225046","","","81565"
"","TX","LLANO","48","299","","","","134511"
"","TX","LOVING","48","301","5.530786797","","","587"
"","TX","LUBBOCK","48","303","2.366949232","2.430614809","48","1974809"
"","TX","LYNN","48","305","2.486396152","","","40909"
"","TX","MC CULLOCH","48","307","","","","57857"
"","TX","MC LENNAN","48","309","3.603233328","2.713707479","45","1658248"
"","TX","MC MULLEN","48","311","3.188307013","","","5160"
"","TX","MADISON","48","313","2.796455827","","","95606"
"","TX","MARION","48","315","7.072035756","","","73126"
"","TX","MARTIN","48","317","3.134276074","","","34731"
"","TX","MASON","48","319","","","","28162"
"","TX","MATAGORDA","48","321","2.210430328","","","256325"
"","TX","MAVERICK","48","323","2.525741848","","","384489"
"","TX","MEDINA","48","325","4.510719238","","","325415"
"","TX","MENARD","48","327","2.607663924","","","15417"
"","TX","MIDLAND","48","329","3.279356044","2.998302961","30","1000566"
"","TX","MILAM","48","331","2.659904001","","","171922"
"","TX","MILLS","48","333","","","","34143"
"","TX","MITCHELL","48","335","3.664901406","","","64858"
"","TX","MONTAGUE","48","337","1.9534702","","","137490"
"","TX","MONTGOMERY","48","339","5.880229377","2.025931929","67","3307120"
"","TX","MOORE","48","341","3.22487729","","","153259"
"","TX","MORRIS","48","343","4.052573031","","","90082"
"","TX","MOTLEY","48","345","","","","8359"
"","TX","NACOGDOCHES","48","347","3.982806079","4.631089607","21","453457"
"","TX","NAVARRO","48","349","2.885574931","","","335242"
"","TX","NEWTON","48","351","3.34510172","","","100460"
"","TX","NOLAN","48","353","2.229774928","","","105605"
"","TX","NUECES","48","355","3.098391681","3.357789928","81","2412301"
"","TX","OCHILTREE","48","357","","","","72966"
"","TX","OLDHAM","48","359","2.599397412","","","14388"
"","TX","ORANGE","48","361","4.914996257","3.634934839","21","577727"
"","TX","PALO PINTO","48","363","1.809908712","","","196138"
"","TX","PANOLA","48","365","6.876206109","","","166629"
"","TX","PARKER","48","367","3.151443963","","","827268"
"","TX","PARMER","48","369","","","","70682"
"","TX","PECOS","48","371","","","","109095"
"","TX","POLK","48","373","4.030034268","","","320084"
"","TX","POTTER","48","375","2.514251454","4.118577373","35","849808"
"","TX","PRESIDIO","48","377","","","","52615"
"","TX","RAINS","48","379","2.950611781","","","76901"
"","TX","RANDALL","48","381","2.469096785","","","859447"
"","TX","REAGAN","48","383","3.074903591","","","24334"
"","TX","REAL","48","385","2.936787742","","","23325"
"","TX","RED RIVER","48","387","4.48753196","","","88975"
"","TX","REEVES","48","389","3.881998741","","","96623"
"","TX","REFUGIO","48","391","1.800407938","","","51341"
"","TX","ROBERTS","48","393","","","","6496"
"","TX","ROBERTSON","48","395","2.749180482","","","115905"
"","TX","ROCKWALL","48","397","4.397089788","","","566147"
"","TX","RUNNELS","48","399","2.548064745","","","73038"
"","TX","RUSK","48","401","4.29392419","","","375731"
"","TX","SABINE","48","403","3.951911228","","","74009"
"","TX","SAN AUGUSTINE","48","405","3.812351157","","","61882"
"","TX","SAN JACINTO","48","407","2.64007207","","","186076"
"","TX","SAN PATRICIO","48","409","3.147919944","","","460016"
"","TX","SAN SABA","48","411","2.187067868","","","41490"
"","TX","SCHLEICHER","48","413","2.741520004","","","22935"
"","TX","SCURRY","48","415","","","","118793"
"","TX","SHACKELFORD","48","417","","","","23483"
"","TX","SHELBY","48","419","4.254964675","","","179412"
"","TX","SHERMAN","48","421","","","","21358"
"","TX","SMITH","48","423","3.641235634","2.898929823","43","1483306"
"","TX","SOMERVELL","48","425","1.642329289","","","59502"
"","TX","STARR","48","427","2.72066907","","","430138"
"","TX","STEPHENS","48","429","","","","66693"
"","TX","STERLING","48","431","3.618649486","","","8397"
"","TX","STONEWALL","48","433","","","","10148"
"","TX","SUTTON","48","435","","","","28635"
"","TX","SWISHER","48","437","","","","54385"
"","TX","TARRANT","48","439","4.057773437","3.472739459","449","12929274"
"","TX","TAYLOR","48","441","2.169258114","2.590139555","24","926591"
"","TX","TERRELL","48","443","","","","6511"
"","TX","TERRY","48","445","2.572836615","","","88336"
"","TX","THROCKMORTON","48","447","","","","11374"
"","TX","TITUS","48","449","","","","225340"
"","TX","TOM GREEN","48","451","2.725959311","3.317811929","26","783649"
"","TX","TRAVIS","48","453","1.462132593","1.678962493","125","7445074"
"","TX","TRINITY","48","455","3.881851535","","","100998"
"","TX","TYLER","48","457","3.387834636","","","151069"
"","TX","UPSHUR","48","459","4.194166742","","","276965"
"","TX","UPTON","48","461","3.318708889","","","23264"
"","TX","UVALDE","48","463","2.750722638","","","186201"
"","TX","VAL VERDE","48","465","","","","341211"
"","TX","VAN ZANDT","48","467","3.061321923","","","367779"
"","TX","VICTORIA","48","469","","","","617114"
"","TX","WALKER","48","471","2.568539028","","","476528"
"","TX","WALLER","48","473","5.585329582","7.176526235","22","306555"
"","TX","WARD","48","475","3.382084364","","","76422"
"","TX","WASHINGTON","48","477","2.902372635","","","236491"
"","TX","WEBB","48","479","2.548355037","2.748874084","49","1782548"
"","TX","WHARTON","48","481","2.787591032","","","287951"
"","TX","WHEELER","48","483","","","","38512"
"","TX","WICHITA","48","485","2.668250875","2.717471056","25","919973"
"","TX","WILBARGER","48","487","2.394745493","","","93436"
"","TX","WILLACY","48","489","2.117927862","","","153836"
"","TX","WILLIAMSON","48","491","2.064256851","0.971356007","30","3088466"
"","TX","WILSON","48","493","4.299660511","","","306725"
"","TX","WINKLER","48","495","4.604880583","","","51197"
"","TX","WISE","48","497","2.707504256","","","419406"
"","TX","WOOD","48","499","2.922403316","","","295680"
"","TX","YOAKUM","48","501","5.132489203","","","55987"
"","TX","YOUNG","48","503","","","","128460"
"","TX","ZAPATA","48","505","2.683003175","","","98633"
"","TX","ZAVALA","48","507","2.749903753","","","83281"
"","UT","BEAVER","49","1","","","","45524"
"","UT","BOX ELDER","49","3","0.878663647","","","350697"
"","UT","CACHE","49","5","0.947129218","","","796240"
"","UT","CARBON","49","7","0.870624331","","","147315"
"","UT","DAGGETT","49","9","","","","7580"
"","UT","DAVIS","49","11","1.160253747","","","2184695"
"","UT","DUCHESNE","49","13","0.709810528","","","132834"
"","UT","EMERY","49","15","","","","75813"
"","UT","GARFIELD","49","17","","","","35594"
"","UT","GRAND","49","19","1.717835563","","","64665"
"","UT","IRON","49","21","","","","323766"
"","UT","JUAB","49","23","0.706636532","","","71963"
"","UT","KANE","49","25","2.121224899","","","49929"
"","UT","MILLARD","49","27","","","","87378"
"","UT","MORGAN","49","29","1.192039681","","","68171"
"","UT","PIUTE","49","31","","","","10653"
"","UT","RICH","49","33","0.849679435","","","15912"
"","UT","SALT LAKE","49","35","1.012646467","1.404913925","103","7331410"
"","UT","SAN JUAN","49","37","2.759529776","","","103612"
"","UT","SANPETE","49","39","0.838161825","","","195068"
"","UT","SEVIER","49","41","","","","145350"
"","UT","SUMMIT","49","43","1.326213933","","","260271"
"","UT","TOOELE","49","45","1.062370795","","","412718"
"","UT","UINTAH","49","47","","","","236979"
"","UT","UTAH","49","49","1.127065811","0.623047052","23","3691535"
"","UT","WASATCH","49","51","1.113156788","","","172614"
"","UT","WASHINGTON","49","53","2.092940759","","","996567"
"","UT","WAYNE","49","55","","","","19242"
"","UT","WEBER","49","57","0.732482677","","","1632447"
"","VT","ADDISON","50","1","","","","258178"
"","VT","BENNINGTON","50","3","0.917315476","","","258062"
"","VT","CALEDONIA","50","5","","","","217964"
"","VT","CHITTENDEN","50","7","","","","1103666"
"","VT","ESSEX","50","9","","","","43901"
"","VT","FRANKLIN","50","11","","","","336170"
"","VT","GRAND ISLE","50","13","","","","49142"
"","VT","LAMOILLE","50","15","","","","172335"
"","VT","ORANGE","50","17","","","","202629"
"","VT","ORLEANS","50","19","","","","190307"
"","VT","RUTLAND","50","21","","","","428705"
"","VT","WASHINGTON","50","23","","","","415278"
"","VT","WINDHAM","50","25","","","","309109"
"","VT","WINDSOR","50","27","0.935114222","","","395268"
"","VA","ACCOMACK","51","1","3.589392073","9.005223029","21","233198"
"","VA","ALBEMARLE","51","3","1.692691803","","","704322"
"","VA","ALLEGHANY","51","5","","","","113404"
"","VA","AMELIA","51","7","3.391222148","","","88926"
"","VA","AMHERST","51","9","2.35445426","","","226109"
"","VA","APPOMATTOX","51","11","3.45302995","","","105236"
"","VA","ARLINGTON","51","13","3.389295555","","","1498039"
"","VA","AUGUSTA","51","15","1.51813432","","","516201"
"","VA","BATH","51","17","","","","32753"
"","VA","BEDFORD","51","19","1.974931907","","","526307"
"","VA","BLAND","51","21","3.34315253","","","47423"
"","VA","BOTETOURT","51","23","1.225324302","","","231483"
"","VA","BRUNSWICK","51","25","3.836459751","","","120113"
"","VA","BUCHANAN","51","27","4.437631623","","","167089"
"","VA","BUCKINGHAM","51","29","2.697824931","","","119366"
"","VA","CAMPBELL","51","31","2.306813192","","","382820"
"","VA","CAROLINE","51","33","1.513014175","","","201488"
"","VA","CARROLL","51","35","3.132215282","","","209473"
"","VA","CHARLES CITY","51","36","3.137354494","","","50212"
"","VA","CHARLOTTE","51","37","3.683823563","","","87277"
"","VA","CHESTERFIELD","51","41","5.85508381","3.298120695","74","2243702"
"","VA","CLARKE","51","43","0.75167922","","","99457"
"","VA","CRAIG","51","45","1.256109797","","","36333"
"","VA","CULPEPER","51","47","1.749933789","","","331713"
"","VA","CUMBERLAND","51","49","3.099224781","","","69449"
"","VA","DICKENSON","51","51","3.45201129","","","110096"
"","VA","DINWIDDIE","51","53","4.342163671","","","195552"
"","VA","ESSEX","51","57","","","","77849"
"","VA","FAIRFAX","51","59","3.734389547","0.754257556","58","7689681"
"","VA","FAUQUIER","51","61","1.119399827","","","462857"
"","VA","FLOYD","51","63","1.877242523","","","107455"
"","VA","FLUVANNA","51","65","2.125263001","","","180681"
"","VA","FRANKLIN","51","67","2.670426627","","","392755"
"","VA","FREDERICK","51","69","1.23802469","","","555136"
"","VA","GILES","51","71","2.474832963","","","119544"
"","VA","GLOUCESTER","51","73","1.517326788","","","258035"
"","VA","GOOCHLAND","51","75","3.173004281","","","150989"
"","VA","GRAYSON","51","77","3.116159396","","","107980"
"","VA","GREENE","51","79","1.49715327","","","130144"
"","VA","GREENSVILLE","51","81","4.353168858","","","84042"
"","VA","HALIFAX","51","83","3.083953253","","","251245"
"","VA","HANOVER","51","85","2.487926464","","","702441"
"","VA","HENRICO","51","87","5.115553179","3.580044282","78","2178744"
"","VA","HENRY","51","89","3.853127082","8.014276097","30","374332"
"","VA","HIGHLAND","51","91","","","","16082"
"","VA","ISLE OF WIGHT","51","93","5.696556131","","","247799"
"","VA","JAMES CITY","51","95","4.592602223","","","478971"
"","VA","KING AND QUEEN","51","97","","","","49147"
"","VA","KING GEORGE","51","99","2.089135118","","","169123"
"","VA","KING WILLIAM","51","101","","","","111554"
"","VA","LANCASTER","51","103","","","","79027"
"","VA","LEE","51","105","2.158145844","","","177983"
"","VA","LOUDOUN","51","107","1.00265225","","","2287616"
"","VA","LOUISA","51","109","1.655125144","","","233836"
"","VA","LUNENBURG","51","111","3.147247103","","","89175"
"","VA","MADISON","51","113","2.174228865","","","92741"
"","VA","MATHEWS","51","115","","","","62658"
"","VA","MECKLENBURG","51","117","5.23331455","","","225326"
"","VA","MIDDLESEX","51","119","","","","75755"
"","VA","MONTGOMERY","51","121","1.392263552","","","665320"
"","VA","NELSON","51","125","1.862997252","","","104640"
"","VA","NEW KENT","51","127","2.673744798","","","131603"
"","VA","NORTHAMPTON","51","131","7.511619536","","","86307"
"","VA","NORTHUMBERLAND","51","133","","","","86457"
"","VA","NOTTOWAY","51","135","3.001748845","","","110539"
"","VA","ORANGE","51","137","1.729555216","","","237595"
"","VA","PAGE","51","139","1.42712114","","","167805"
"","VA","PATRICK","51","141","4.036851101","","","129080"
"","VA","PITTSYLVANIA","51","143","4.075461474","","","441566"
"","VA","POWHATAN","51","145","3.408767187","","","196658"
"","VA","PRINCE EDWARD","51","147","3.726485575","","","161915"
"","VA","PRINCE GEORGE","51","149","4.846022244","","","254952"
"","VA","PRINCE WILLIAM","51","153","1.039276424","1.308869416","38","2903269"
"","VA","PULASKI","51","155","1.574660792","","","243241"
"","VA","RAPPAHANNOCK","51","157","1.894695726","","","51855"
"","VA","RICHMOND","51","159","","","","63985"
"","VA","ROANOKE","51","161","2.163195507","","","649809"
"","VA","ROCKBRIDGE","51","163","1.297618222","","","156496"
"","VA","ROCKINGHAM","51","165","1.367332464","","","537609"
"","VA","RUSSELL","51","167","2.928457777","","","200120"
"","VA","SCOTT","51","169","2.254363466","","","160404"
"","VA","SHENANDOAH","51","171","1.354582213","","","296130"
"","VA","SMYTH","51","173","2.568888462","","","224066"
"","VA","SOUTHAMPTON","51","175","4.356591887","","","129116"
"","VA","SPOTSYLVANIA","51","177","1.656637672","","","871474"
"","VA","STAFFORD","51","179","1.622837816","","","923306"
"","VA","SURRY","51","181","5.42442623","","","48520"
"","VA","SUSSEX","51","183","3.516412857","","","84084"
"","VA","TAZEWELL","51","185","4.881649295","","","311664"
"","VA","WARREN","51","187","1.422159671","","","265281"
"","VA","WASHINGTON","51","191","2.187277145","","","383373"
"","VA","WESTMORELAND","51","193","2.164923903","","","122351"
"","VA","WISE","51","195","2.797672337","","","287162"
"","VA","WYTHE","51","197","2.411274735","","","204613"
"","VA","YORK","51","199","5.428239641","","","459447"
"","VA","ALEXANDRIA CITY","51","510","5.374063116","","","1001720"
"","VA","BRISTOL CITY","51","520","1.745957018","","","123428"
"","VA","BUENA VISTA CITY","51","530","","","","46758"
"","VA","CHARLOTTESVILLE CITY","51","540","","","","307636"
"","VA","CHESAPEAKE CITY","51","550","5.252049536","3.991975496","63","1578166"
"","VA","COLONIAL HEIGHTS CITY","51","570","4.782341743","","","122641"
"","VA","COVINGTON CITY","51","580","","","","41211"
"","VA","DANVILLE CITY","51","590","5.513207992","11.63169404","35","300902"
"","VA","EMPORIA CITY","51","595","","","","40101"
"","VA","FAIRFAX CITY","51","600","0.764165138","","","162025"
"","VA","FALLS CHURCH CITY","51","610","0.700734283","","","88264"
"","VA","FRANKLIN CITY","51","620","","","","59692"
"","VA","FREDERICKSBURG CITY","51","630","1.518922739","","","180304"
"","VA","GALAX CITY","51","640","","","","48722"
"","VA","HAMPTON CITY","51","650","6.704212661","7.385593516","71","961331"
"","VA","HARRISONBURG CITY","51","660","","","","349525"
"","VA","HOPEWELL CITY","51","670","3.502153448","","","156855"
"","VA","LEXINGTON CITY","51","678","","","","49520"
"","VA","LYNCHBURG CITY","51","680","2.092904635","","","537081"
"","VA","MANASSAS","51","683","1.311891134","","","273259"
"","VA","MANASSAS PARK","51","685","1.311891134","","","101183"
"","VA","MARTINSVILLE CITY","51","690","8.064721512","","","96856"
"","VA","NEWPORT NEWS CITY","51","700","5.642841636","8.590598103","109","1268829"
"","VA","NORFOLK CITY","51","710","5.417435378","9.317261545","159","1706510"
"","VA","NORTON CITY","51","720","","","","27834"
"","VA","PETERSBURG CITY","51","730","4.534438071","21.63078458","49","226529"
"","VA","POQUOSON","51","735","5.114423604","","","84768"
"","VA","PORTSMOUTH CITY","51","740","6.990118654","9.981214461","67","671261"
"","VA","RADFORD CITY","51","750","","","","117586"
"","VA","RICHMOND CITY","51","760","5.727735087","12.66077473","185","1461206"
"","VA","ROANOKE CITY","51","770","3.250543969","5.418863503","37","682800"
"","VA","SALEM CITY","51","775","3.250543969","","","174831"
"","VA","STAUNTON CITY","51","790","","","","168290"
"","VA","SUFFOLK CITY","51","800","6.074333035","4.887569058","29","593342"
"","VA","VIRGINIA BEACH CITY","51","810","4.856656101","3.004487347","93","3095370"
"","VA","WAYNESBORO CITY","51","820","","","","147726"
"","VA","WILLIAMSBURG CITY","51","830","","","","99366"
"","VA","WINCHESTER CITY","51","840","","","","187217"
"","WA","ADAMS","53","1","2.90934143","","","130911"
"","WA","ASOTIN","53","3","","","","152508"
"","WA","BENTON","53","5","3.198031518","","","1246682"
"","WA","CHELAN","53","7","1.451403042","","","510540"
"","WA","CLALLAM","53","9","","","","501846"
"","WA","CLARK","53","11","1.682776411","1.35475655","41","3026374"
"","WA","COLUMBIA","53","13","1.872313425","","","28002"
"","WA","COWLITZ","53","15","1.462230274","","","714192"
"","WA","DOUGLAS","53","17","2.617616559","","","270961"
"","WA","FERRY","53","19","","","","53266"
"","WA","FRANKLIN","53","21","2.100388992","","","566834"
"","WA","GARFIELD","53","23","","","","15683"
"","WA","GRANT","53","25","3.211767609","4.291818205","27","629104"
"","WA","GRAYS HARBOR","53","27","1.472648472","","","503127"
"","WA","ISLAND","53","29","0.87082579","","","551192"
"","WA","JEFFERSON","53","31","2.014777477","","","209220"
"","WA","KING","53","33","1.844594162","1.583990213","219","13825843"
"","WA","KITSAP","53","35","1.876897726","","","1763264"
"","WA","KITTITAS","53","37","2.111342961","","","288912"
"","WA","KLICKITAT","53","39","3.295689543","","","143598"
"","WA","LEWIS","53","41","2.41532382","","","527092"
"","WA","LINCOLN","53","43","1.976058003","","","73231"
"","WA","MASON","53","45","1.683671426","","","423705"
"","WA","OKANOGAN","53","47","2.03995811","","","287023"
"","WA","PACIFIC","53","49","1.434459543","","","145676"
"","WA","PEND OREILLE","53","51","1.694352967","","","90882"
"","WA","PIERCE","53","53","1.890640938","2.267451583","128","5645104"
"","WA","SAN JUAN","53","55","","","","110553"
"","WA","SKAGIT","53","57","1.219542241","","","824118"
"","WA","SKAMANIA","53","59","2.263053934","","","77809"
"","WA","SNOHOMISH","53","61","1.428753957","0.906287686","46","5075651"
"","WA","SPOKANE","53","63","1.434100068","1.629230077","54","3314449"
"","WA","STEVENS","53","65","1.668183671","","","304680"
"","WA","THURSTON","53","67","1.979938275","","","1790138"
"","WA","WAHKIAKUM","53","69","1.385954049","","","28114"
"","WA","WALLA WALLA","53","71","1.758202643","","","412661"
"","WA","WHATCOM","53","73","1.580022823","","","1420468"
"","WA","WHITMAN","53","75","1.671787718","","","318522"
"","WA","YAKIMA","53","77","2.071389032","5.392823207","92","1705971"
"","WV","BARBOUR","54","1","2.032206112","","","116327"
"","WV","BERKELEY","54","3","1.090741513","","","740590"
"","WV","BOONE","54","5","4.248478324","","","170861"
"","WV","BRAXTON","54","7","4.520393991","","","101556"
"","WV","BROOKE","54","9","2.35982991","","","167336"
"","WV","CABELL","54","11","3.015124459","4.294069742","29","675350"
"","WV","CALHOUN","54","13","","","","53084"
"","WV","CLAY","54","15","3.889867058","","","65266"
"","WV","DODDRIDGE","54","17","2.690745388","","","57571"
"","WV","FAYETTE","54","19","3.862478283","","","320795"
"","WV","GILMER","54","21","","","","60441"
"","WV","GRANT","54","23","1.775694296","","","83167"
"","WV","GREENBRIER","54","25","3.129658455","","","248967"
"","WV","HAMPSHIRE","54","27","1.20748225","","","165868"
"","WV","HANCOCK","54","29","2.558269877","","","213411"
"","WV","HARDY","54","31","1.260163216","","","97450"
"","WV","HARRISON","54","33","2.100721311","","","482340"
"","WV","JACKSON","54","35","2.822412184","","","204363"
"","WV","JEFFERSON","54","37","0.745242558","","","378340"
"","WV","KANAWHA","54","39","3.527279203","3.94221164","53","1344423"
"","WV","LEWIS","54","41","2.759957021","","","114891"
"","WV","LINCOLN","54","43","3.605057579","","","151720"
"","WV","LOGAN","54","45","4.213578744","","","254054"
"","WV","MC DOWELL","54","47","5.729641558","","","151225"
"","WV","MARION","54","49","1.778699737","","","395957"
"","WV","MARSHALL","54","51","1.750706764","","","229990"
"","WV","MASON","54","53","3.20188944","","","190432"
"","WV","MERCER","54","55","5.064241233","5.750047725","25","434779"
"","WV","MINERAL","54","57","","","","195427"
"","WV","MINGO","54","59","4.713601569","","","185009"
"","WV","MONONGALIA","54","61","1.80256505","","","687449"
"","WV","MONROE","54","63","","","","94768"
"","WV","MORGAN","54","65","0.986766506","","","122389"
"","WV","NICHOLAS","54","67","3.781195941","","","182839"
"","WV","OHIO","54","69","2.265651102","","","308570"
"","WV","PENDLETON","54","71","1.337078852","","","53083"
"","WV","PLEASANTS","54","73","","","","53400"
"","WV","POCAHONTAS","54","75","","","","61121"
"","WV","PRESTON","54","77","1.712110984","","","234956"
"","WV","PUTNAM","54","79","3.448173279","","","391800"
"","WV","RALEIGH","54","81","4.380100587","5.260818692","29","551245"
"","WV","RANDOLPH","54","83","","","","205875"
"","WV","RITCHIE","54","85","","","","72149"
"","WV","ROANE","54","87","3.753979632","","","103795"
"","WV","SUMMERS","54","89","4.126073516","","","96083"
"","WV","TAYLOR","54","91","1.965098862","","","118492"
"","WV","TUCKER","54","93","","","","49341"
"","WV","TYLER","54","95","","","","64054"
"","WV","UPSHUR","54","97","2.25425382","","","170482"
"","WV","WAYNE","54","99","3.191014104","","","294134"
"","WV","WEBSTER","54","101","2.523514368","","","63460"
"","WV","WETZEL","54","103","1.872162893","","","114829"
"","WV","WIRT","54","105","","","","40480"
"","WV","WOOD","54","107","1.381691892","","","606576"
"","WV","WYOMING","54","109","5.441869324","","","163935"
"","WI","ADAMS","55","1","","","","145061"
"","WI","ASHLAND","55","3","","","","112588"
"","WI","BARRON","55","5","","","","320502"
"","WI","BAYFIELD","55","7","","","","105461"
"","WI","BROWN","55","9","0.563974685","","","1753504"
"","WI","BUFFALO","55","11","","","","94262"
"","WI","BURNETT","55","13","","","","108269"
"","WI","CALUMET","55","15","0.484657192","","","343965"
"","WI","CHIPPEWA","55","17","","","","438575"
"","WI","CLARK","55","19","","","","242111"
"","WI","COLUMBIA","55","21","0.654332261","","","396069"
"","WI","CRAWFORD","55","23","","","","116155"
"","WI","DANE","55","25","0.849226609","0.719061515","25","3476754"
"","WI","DODGE","55","27","0.667457186","","","620961"
"","WI","DOOR","55","29","","","","194959"
"","WI","DOUGLAS","55","31","0.806488469","","","307311"
"","WI","DUNN","55","33","","","","307150"
"","WI","EAU CLAIRE","55","35","","","","698203"
"","WI","FLORENCE","55","37","","","","31449"
"","WI","FOND DU LAC","55","39","0.509049306","","","711026"
"","WI","FOREST","55","41","","","","65019"
"","WI","GRANT","55","43","","","","358129"
"","WI","GREEN","55","45","2.073140393","","","258114"
"","WI","GREEN LAKE","55","47","","","","133184"
"","WI","IOWA","55","49","0.58719799","","","166092"
"","WI","IRON","55","51","","","","41724"
"","WI","JACKSON","55","53","","","","143417"
"","WI","JEFFERSON","55","55","0.809454515","","","587624"
"","WI","JUNEAU","55","57","","","","186585"
"","WI","KENOSHA","55","59","1.114558813","","","1166326"
"","WI","KEWAUNEE","55","61","","","","143918"
"","WI","LA CROSSE","55","63","","","","808912"
"","WI","LAFAYETTE","55","65","","","","117899"
"","WI","LANGLADE","55","67","","","","138905"
"","WI","LINCOLN","55","69","","","","200751"
"","WI","MANITOWOC","55","71","","","","567478"
"","WI","MARATHON","55","73","","","","941257"
"","WI","MARINETTE","55","75","","","","291297"
"","WI","MARQUETTE","55","77","","","","107022"
"","WI","MENOMINEE","55","78","","","","30286"
"","WI","MILWAUKEE","55","79","4.528028005","7.555747342","502","6643949"
"","WI","MONROE","55","81","","","","314091"
"","WI","OCONTO","55","83","0.917370013","","","262892"
"","WI","ONEIDA","55","85","","","","251504"
"","WI","OUTAGAMIE","55","87","0.483065464","","","1246093"
"","WI","OZAUKEE","55","89","4.521719782","","","607100"
"","WI","PEPIN","55","91","","","","51999"
"","WI","PIERCE","55","93","0.708481112","","","285577"
"","WI","POLK","55","95","0.702361962","","","307246"
"","WI","PORTAGE","55","97","","","","491242"
"","WI","PRICE","55","99","","","","98202"
"","WI","RACINE","55","101","4.449029637","2.05125951","28","1365015"
"","WI","RICHLAND","55","103","","","","125565"
"","WI","ROCK","55","105","1.861627768","2.047206809","23","1123482"
"","WI","RUSK","55","107","","","","102097"
"","WI","ST CROIX","55","109","0.685005598","","","594403"
"","WI","SAUK","55","111","0.661217714","","","436156"
"","WI","SAWYER","55","113","","","","115786"
"","WI","SHAWANO","55","115","0.633770593","","","292286"
"","WI","SHEBOYGAN","55","117","0.530074402","","","807143"
"","WI","TAYLOR","55","119","","","","144314"
"","WI","TREMPEALEAU","55","121","","","","203410"
"","WI","VERNON","55","123","","","","209746"
"","WI","VILAS","55","125","","","","150121"
"","WI","WALWORTH","55","127","0.987105664","","","718662"
"","WI","WASHBURN","55","129","","","","110850"
"","WI","WASHINGTON","55","131","4.113936585","","","924996"
"","WI","WAUKESHA","55","133","4.005258785","","","2738016"
"","WI","WAUPACA","55","135","","","","366038"
"","WI","WAUSHARA","55","137","","","","171365"
"","WI","WINNEBAGO","55","139","","","","1173396"
"","WI","WOOD","55","141","","","","520420"
"","WY","ALBANY","56","1","1.140931799","","","256346"
"","WY","BIG HORN","56","3","","","","82087"
"","WY","CAMPBELL","56","5","","","","325646"
"","WY","CARBON","56","7","1.339870472","","","110662"
"","WY","CONVERSE","56","9","1.709863744","","","97296"
"","WY","CROOK","56","11","","","","49537"
"","WY","FREMONT","56","13","1.478075591","","","282184"
"","WY","GOSHEN","56","15","","","","93354"
"","WY","HOT SPRINGS","56","17","","","","33655"
"","WY","JOHNSON","56","19","","","","60022"
"","WY","LARAMIE","56","21","1.127949886","","","651105"
"","WY","LINCOLN","56","23","","","","126640"
"","WY","NATRONA","56","25","","","","542239"
"","WY","NIOBRARA","56","27","","","","17397"
"","WY","PARK","56","29","","","","199222"
"","WY","PLATTE","56","31","","","","60866"
